Inter ID,InChI,Smile
Inter_0000000593,"InChI=1S/C14H25NO3/c1-2-3-4-5-6-7-8-9-13(16)15-12-10-11-18-14(12)17/h12H,2-11H2,1H3,(H,15,16)/t12-/m0/s1",CCCCCCCCCC(O)=N[C@H]1CCOC1=O
Inter_0000000594,"InChI=1S/C6H13NO5/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6,8-12H,7H2/t1-,2-,3-,4-,5+,6?/m0/s1",N[C@H]1[C@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O
Inter_0000000595,"InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3/t11-,14+,15+,16-,17?/m0/s1",COc1cc(C=CC(=O)OC2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O
Inter_0000000596,"InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)",N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCCN)C(O)C2O)c(O)n1
Inter_0000000597,"InChI=1S/C21H39O9P/c1-2-19(23)20(24)14-12-10-8-6-4-3-5-7-9-11-13-15-21(25)29-16-18(22)17-30-31(26,27)28/h19,23H,2-17H2,1H3,(H2,26,27,28)/t19-/m0/s1",CC[C@H](O)C(=O)CCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
Inter_0000000598,"InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/t4-,5-,6-,7-,8+/m1/s1",CC(O)=N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O
Inter_0000000599,"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p+1",Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c([NH3+])ncnc43)C(O)C1O)c1nc(O)nc(O)c1N2
Inter_0000000600,"InChI=1S/C19H29N2O9PS/c1-19(2,12-30-31(27,28)29)17(25)18(26)21-7-6-15(23)20-8-9-32-16(24)11-13-4-3-5-14(22)10-13/h3-5,10,17,22,25H,6-9,11-12H2,1-2H3,(H,20,23)(H,21,26)(H2,27,28,29)",CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)Cc1cccc(O)c1
Inter_0000000601,"InChI=1S/C22H35N5O20P2/c1-5-9(29)12(32)14(34)20(42-5)45-16-11(31)6(2-28)44-21(15(16)35)46-49(39,40)47-48(37,38)41-3-7-10(30)13(33)19(43-7)27-4-24-8-17(27)25-22(23)26-18(8)36/h4-7,9-16,19-21,28-35H,2-3H2,1H3,(H,37,38)(H,39,40)(H3,23,25,26,36)",CC1OC(OC2C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(O)nc(=N)[nH]c54)C(O)C3O)C2O)C(O)C(O)C1O
Inter_0000000602,"InChI=1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,28)35-37(29,30)34-14-10(23)7(20)8(21)11(33-14)13(24)25/h1-2,4,6-12,14,19-23H,3H2,(H,24,25)(H,27,28)(H,29,30)(H,16,18,26)/t4?,6?,7-,8-,9?,10+,11-,12?,14?/m0/s1",
Inter_0000000603,"InChI=1S/C22H44N6O15P2S/c1-22(2,17(32)18(33)26-7-5-14(29)25-8-9-46)11-41-45(38,39)43-44(36,37)40-10-13-15(30)16(31)19(42-13)28-21(24)27-6-3-4-12(23)20(34)35/h12-13,15-17,19,30-32,46H,3-11,23H2,1-2H3,(H,25,29)(H,26,33)(H,34,35)(H,36,37)(H,38,39)(H3,24,27,28)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(NC(=N)NCCCC(N)C(=O)O)C(O)C1O)C(O)C(O)=NCCC(O)=NCCS
Inter_0000000604,"InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8?/m1/s1",CC(O)=N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O
Inter_0000000605,"InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2/t11-,13-,14+,15?,16?/m1/s1",O=C(Cc1c[nH]c2ccccc12)OC1O[C@H](CO)[C@@H](O)[C@H](O)C1O
Inter_0000000606,"InChI=1S/C44H86NO9P/c1-6-8-10-12-13-14-15-16-17-21-24-27-31-35-43(47)51-39-42(40-53-55(49,50)52-38-37-45(3,4)5)54-44(48)36-32-28-25-22-19-18-20-23-26-30-34-41(46)33-29-11-9-7-2/h26,30,41-42,46H,6-25,27-29,31-40H2,1-5H3/p+1",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCC=CCC(O)CCCCCC
Inter_0000000607,"InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h16H,2-14H2,1H3,(H,19,21)/t16-/m0/s1",CCCCCCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O
Inter_0000000608,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6?,7-,9?/m0/s1",O=C(O)CCCC[C@@H]1SCC2N=C(O)NC21
Inter_0000000609,"InChI=1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,28)35-37(29,30)34-14-10(23)7(20)8(21)11(33-14)13(24)25/h1-2,4,6-12,14,19-23H,3H2,(H,24,25)(H,27,28)(H,29,30)(H,16,18,26)/t4?,6?,7-,8+,9?,10+,11-,12?,14+/m0/s1",
Inter_0000000610,"InChI=1S/C16H34N2O20P4S/c1-16(2,13(22)14(23)18-4-3-10(19)17-5-6-43)8-34-41(29,30)38-40(27,28)33-7-9-11(20)12(21)15(35-9)36-42(31,32)37-39(24,25)26/h9,11-13,15,20-22,43H,3-8H2,1-2H3,(H,17,19)(H,18,23)(H,27,28)(H,29,30)(H,31,32)(H2,24,25,26)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O)C(O)C(O)=NCCC(O)=NCCS
Inter_0000000611,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/t3-,4?,5-,6-/m1/s1",O=CC(OP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
Inter_0000000612,"InChI=1S/C29H42N7O17P3S/c1-29(2,24(40)27(41)32-9-8-19(37)31-10-11-57-20(38)12-17-6-4-3-5-7-17)14-50-56(47,48)53-55(45,46)49-13-18-23(52-54(42,43)44)22(39)28(51-18)36-16-35-21-25(30)33-15-34-26(21)36/h3-7,15-16,18,22-24,28,39-40H,8-14H2,1-2H3,(H,31,37)(H,32,41)(H,45,46)(H,47,48)(H2,30,33,34)(H2,42,43,44)",
Inter_0000000613,"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)",
Inter_0000000614,"InChI=1S/C11H17NO7/c1-4(10(15)16)18-9-7(12-5(2)13)11-17-3-6(19-11)8(9)14/h4,6-9,11,14H,3H2,1-2H3,(H,12,13)(H,15,16)/t4-,6-,7-,8-,9-,11?/m1/s1",CC(O)=N[C@H]1C2OC[C@@H](O2)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O
Inter_0000000615,"InChI=1S/C15H18O7/c16-8-10-12(18)13(19)14(20)15(21-10)22-11(17)7-6-9-4-2-1-3-5-9/h1-7,10,12-16,18-20H,8H2/t10-,12-,13+,14-,15-/m1/s1",O=C(C=Cc1ccccc1)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Inter_0000000616,"InChI=1S/C44H82O13/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(46)32(28-26-24-22-20-18-16-14-12-10-8-6-4-2)42(53)54-31-35-37(48)39(50)41(52)44(56-35)57-43-40(51)38(49)36(47)34(30-45)55-43/h13,15,32-41,43-52H,3-12,14,16-31H2,1-2H3/t32?,33?,34-,35-,36-,37-,38+,39+,40-,41-,43-,44-/m1/s1",CCCCCCC=CCCCCCCCC(O)C(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Inter_0000000617,"InChI=1S/C28H38N7O21P3/c1-11-2-15-16(3-12(11)5-34-6-13(30-10-34)4-14(29)26(42)43)35(24-20(31-15)25(41)33-28(44)32-24)7-17(36)21(38)18(37)8-52-58(48,49)56-59(50,51)53-9-19-22(39)23(40)27(54-19)55-57(45,46)47/h2-3,6,10,14,17-19,21-23,27,36-40H,4-5,7-9,29H2,1H3,(H6,33,41,42,43,44,45,46,47,48,49,50,51)/p+2",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)O)C(O)C3O)c2cc1C[n+]1c[nH]c(CC([NH3+])C(=O)O)c1
Inter_0000000618,"InChI=1S/C22H31N4O19P3/c1-8-3-10-11(4-9(8)2)26(19-15(23-10)20(32)25-22(33)24-19)5-12(27)16(29)13(28)6-41-47(37,38)45-48(39,40)42-7-14-17(30)18(31)21(43-14)44-46(34,35)36/h3-4,12-14,16-18,21,27-31H,5-7H2,1-2H3,(H,37,38)(H,39,40)(H,25,32,33)(H2,34,35,36)",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)O)C(O)C3O)c2cc1C
Inter_0000000619,"InChI=1S/C6H10O5/c1-2(7)5-3(8)4(9)6(10)11-5/h2-5,7-9H,1H3/t2-,3-,4-,5+/m0/s1",C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O
Inter_0000000620,"InChI=1S/C6H13NO5/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6,8-12H,7H2/t1?,2?,3?,4-,5?,6-/m1/s1",NC1C(O)C(O)[C@H](O)[C@H](O)C1O
Inter_0000000621,"InChI=1S/C13H21NO10/c1-5(16)14-9-7(18)3-13(22,12(20)21)24-11(9)10(8(19)4-15)23-6(2)17/h7-11,15,18-19,22H,3-4H2,1-2H3,(H,14,16)(H,20,21)/t7-,8+,9+,10+,11+,13?/m0/s1",CC(=O)O[C@@H]([C@@H]1OC(O)(C(=O)O)C[C@H](O)[C@H]1N=C(C)O)[C@H](O)CO
Inter_0000000622,"InChI=1S/C11H22O16P2/c12-1-3-5(13)7(15)9(17)11(25-3)26-29(21,22)27-28(19,20)23-2-4-6(14)8(16)10(18)24-4/h3-18H,1-2H2,(H,19,20)(H,21,22)/t3?,4-,5?,6-,7?,8-,9?,10-,11?/m1/s1",O=P(O)(OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)OP(=O)(O)OC1OC(CO)C(O)C(O)C1O
Inter_0000000623,"InChI=1S/C28H54NO9P/c29-26(22-30)27(32)20-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-21-28(33)37-23-25(31)24-38-39(34,35)36/h26,30H,1-24,29H2,(H2,34,35,36)",NC(CO)C(=O)CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
Inter_0000000624,"InChI=1S/C5H11AsO8/c7-1-2-3(8)4(9)5(13-2)14-6(10,11)12/h2-5,7-9H,1H2,(H2,10,11,12)/t2?,3?,4-,5?/m1/s1",O=[As](O)(O)OC1OC(CO)C(O)[C@H]1O
Inter_0000000625,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",O=C(O)c1ccccc1Cl
Inter_0000000626,"InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)",O=S(=O)(O)c1ccccc1
Inter_0000000627,"InChI=1S/C7H5FO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",O=C(O)c1ccccc1F
Inter_0000000628,"InChI=1S/C7H5BrO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",O=C(O)c1ccccc1Br
Inter_0000000629,"InChI=1S/C7H5IO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",O=C(O)c1ccccc1I
Inter_0000000630,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",c1ccc(Nc2ccccc2)cc1
Inter_0000000631,"InChI=1S/C13H25N2O8PS/c1-9(16)25-7-6-14-10(17)4-5-15-12(19)11(18)13(2,3)8-23-24(20,21)22/h11,18H,4-8H2,1-3H3,(H,14,17)(H,15,19)(H2,20,21,22)",CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)O
Inter_0000000632,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/t3-,4-,5+,6+/m0/s1",O=C[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
Inter_0000000633,"InChI=1S/C17H25N3O18P2/c1-5(21)18-8-10(24)11(25)13(15(27)28)36-16(8)37-40(32,33)38-39(30,31)34-4-6-9(23)12(26)14(35-6)20-3-2-7(22)19-17(20)29/h2-3,6,8-14,16,23-26H,4H2,1H3,(H,18,21)(H,27,28)(H,30,31)(H,32,33)(H,19,22,29)",CC(O)=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)OC(C(=O)O)C(O)C1O
Inter_0000000634,"InChI=1S/C29H41N7O16P2S/c1-29(2,24(43)27(44)32-6-5-19(39)31-7-8-55-20(40)10-15-3-4-16(37)17(38)9-15)12-50-54(47,48)52-53(45,46)49-11-18-22(41)23(42)28(51-18)36-14-35-21-25(30)33-13-34-26(21)36/h3-4,9,13-14,18,22-24,28,37-38,41-43H,5-8,10-12H2,1-2H3,(H,31,39)(H,32,44)(H,45,46)(H,47,48)(H2,30,33,34)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(O)=NCCC(O)=NCCSC(=O)Cc1ccc(O)c(O)c1
Inter_0000000635,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/t3-,4+,5+,6-/m0/s1",O=C[C@@H](OP(=O)(O)O)[C@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
Inter_0000000636,"InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2/t11-,13+,14+,15?,16?/m1/s1",O=C(Cc1c[nH]c2ccccc12)OC1O[C@H](CO)[C@H](O)[C@H](O)C1O
Inter_0000000637,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/t3-,4+,5+,6+/m0/s1",O=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
Inter_0000000638,"InChI=1S/C17H29N5O20P4/c1-6-11(23)7(35-2)3-9(37-6)39-45(31,32)42-44(29,30)36-4-8-13(40-46(33,34)41-43(26,27)28)12(24)16(38-8)22-5-19-10-14(22)20-17(18)21-15(10)25/h5-9,11-13,16,23-24H,3-4H2,1-2H3,(H,29,30)(H,31,32)(H,33,34)(H2,26,27,28)(H3,18,20,21,25)",COC1CC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(O)nc(=N)[nH]c43)C(O)C2OP(=O)(O)OP(=O)(O)O)OC(C)C1O
Inter_0000000639,"InChI=1S/C34H48O9/c1-7-18(2)30-22(6)27(35)16-33(43-30)15-25-14-24(42-33)12-11-20(4)28(36)19(3)9-8-10-23-17-40-31-29(37)21(5)13-26(32(38)41-25)34(23,31)39/h8-11,13,18-19,22,24-28,30-31,35-36,39H,7,12,14-17H2,1-6H3/p+1",CCC(C)C1OC2(CC3CC(CC=C(C)C(O)C(C)C=CC=C4COC5C(=O)C(C)=CC(C(=O)O3)C45O)O2)CC([OH2+])C1C
Inter_0000000640,"InChI=1S/C24H22O13/c25-12-6-11(7-13-17(12)19(30)21(32)23(36-13)10-4-2-1-3-5-10)35-24-22(33)20(31)18(29)14(37-24)9-34-16(28)8-15(26)27/h1-7,14,18,20,22,24-25,29,31-33H,8-9H2,(H,26,27)",O=C(O)CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccccc4)oc3c2)C(O)C(O)C1O
Inter_0000000641,"InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)",CC(O)=NC(Cc1cnc[nH]1)C(=O)O
Inter_0000000642,"InChI=1S/C6H13NO5/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6,8-12H,7H2/t1-,2-,3?,4?,5-,6?/m1/s1",N[C@H]1C(O)[C@@H](O)C(O)C(O)[C@@H]1O
Inter_0000000643,"InChI=1S/C17H27NO5/c19-11-8-6-4-2-1-3-5-7-9-14(20)13-16(21)18-15-10-12-23-17(15)22/h11,15H,1-10,12-13H2,(H,18,21)/t15-/m0/s1",O=CCCCCCCCCCC(=O)CC(O)=N[C@H]1CCOC1=O
Inter_0000000644,"InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6+,7-,8?/m1/s1",CC(O)=N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@H](O)[C@@H]1O
Inter_0000000645,"InChI=1S/C9H7Cl2NO3/c10-6-2-1-5(3-7(6)11)12-8(13)4-9(14)15/h1-3H,4H2,(H,12,13)(H,14,15)",O=C(O)CC(O)=Nc1ccc(Cl)c(Cl)c1
Inter_0000000646,"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/p+1/b21-20-",CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C
Inter_0000000647,"InChI=1S/C30H48NO11P/c32-27(25-41-43(37,38)39)24-40-29(33)18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-30(34)42-28-22-20-26(21-23-28)31(35)36/h20-23H,1-19,24-25H2,(H2,37,38,39)",O=C(COC(=O)CCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1)COP(=O)(O)O
Inter_0000000648,"InChI=1S/C43H48O24/c1-15-29(48)33(52)37(56)41(62-15)61-14-26-31(50)34(53)38(57)42(66-26)63-18-11-21(46)28-24(12-18)64-40(36(55)32(28)51)17-5-7-22(20(45)10-17)65-43-39(58)35(54)30(49)25(67-43)13-60-27(47)8-4-16-3-6-19(44)23(9-16)59-2/h3-12,15,25-26,29-31,33-35,37-39,41-46,48-50,52-58H,13-14H2,1-2H3",COc1cc(C=CC(=O)OCC2OC(Oc3ccc(-c4oc5cc(OC6OC(COC7OC(C)C(O)C(O)C7O)C(O)C(O)C6O)cc(O)c5c(=O)c4O)cc3O)C(O)C(O)C2O)ccc1O
Inter_0000000649,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,O=[N+]([O-])c1ccccc1
Inter_0000000650,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h1,4-12,14-21H,2-3H2/t4-,5+,6+,7+,8+,9-,10-,11+,12-/m0/s1",O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Inter_0000000651,"InChI=1S/C16H19NO7/c18-7-11-13(20)14(21)15(22)16(23-11)24-12(19)5-8-6-17-10-4-2-1-3-9(8)10/h1-4,6,11,13-18,20-22H,5,7H2/t11-,13-,14+,15-,16-/m1/s1",O=C(Cc1c[nH]c2ccccc12)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Inter_0000000652,"InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3/t11-,14+,15-,16-,17?/m0/s1",COc1cc(C=CC(=O)OC2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(OC)c1O
Inter_0000000653,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)",N=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(O)n1
Inter_0000000654,"InChI=1S/C15H24N5O17P3/c16-12-7-13(18-4-19(12)14-10(23)8(21)5(35-14)1-33-38(25,26)27)20(3-17-7)15-11(24)9(22)6(36-15)2-34-40(31,32)37-39(28,29)30/h3-6,8-11,14-16,21-24H,1-2H2,(H,31,32)(H2,25,26,27)(H2,28,29,30)",N=c1c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2ncn1C1OC(COP(=O)(O)O)C(O)C1O
Inter_0000000655,"InChI=1S/C16H32N3O8PS/c1-16(2,11-27-28(24,25)26)14(22)15(23)18-7-6-12(20)17-8-9-29-13(21)10-19(3,4)5/h14,22H,6-11H2,1-5H3,(H3-,17,18,20,23,24,25,26)/p+1",CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)C[N+](C)(C)C
Inter_0000000656,"InChI=1S/C25H40N7O20P3S/c1-25(2,19(37)22(38)28-4-3-14(34)27-5-6-56-15(35)7-12(33)24(39)40)9-49-55(46,47)52-54(44,45)48-8-13-18(51-53(41,42)43)17(36)23(50-13)32-11-31-16-20(26)29-10-30-21(16)32/h10-13,17-19,23,33,36-37H,3-9H2,1-2H3,(H,27,34)(H,28,38)(H,39,40)(H,44,45)(H,46,47)(H2,26,29,30)(H2,41,42,43)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)CC(O)C(=O)O
Inter_0000000657,"InChI=1S/C41H59N7O14P2/c1-23(12-15-41(5)24(2)10-11-26-27(41)9-6-14-40(26,3)4)13-17-47-21-45-37-30(35(47)42)44-22-48(37)39-34(52)32(50)29(61-39)20-59-64(56,57)62-63(54,55)58-19-28-31(49)33(51)38(60-28)46-16-7-8-25(18-46)36(43)53/h7-8,11,13,16,18,21-22,24,27-29,31-34,38-39,42,49-52H,6,9-10,12,14-15,17,19-20H2,1-5H3,(H3-,43,53,54,55,56,57)/p+1",CC(=CCn1cnc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OCC3OC([n+]4cccc(C(=N)O)c4)C(O)C3O)C(O)C2O)c1=N)CCC1(C)C(C)CC=C2C1CCCC2(C)C
Inter_0000000658,"InChI=1S/C28H38N7O21P3/c1-11-2-15-16(3-12(11)5-34-6-13(30-10-34)4-14(29)26(42)43)35(24-20(31-15)25(41)33-28(44)32-24)7-17(36)21(38)18(37)8-52-58(48,49)56-59(50,51)53-9-19-22(39)23(40)27(54-19)55-57(45,46)47/h2-3,6,10,14,17-19,21-23,27,36-40H,4-5,7-9,29H2,1H3,(H6,33,41,42,43,44,45,46,47,48,49,50,51)/p+2",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)O)C(O)C3O)c2cc1C[n+]1c[nH]c(CC([NH3+])C(=O)O)c1
Inter_0000000659,"InChI=1S/C22H31N4O19P3/c1-8-3-10-11(4-9(8)2)26(19-15(23-10)20(32)25-22(33)24-19)5-12(27)16(29)13(28)6-41-47(37,38)45-48(39,40)42-7-14-17(30)18(31)21(43-14)44-46(34,35)36/h3-4,12-14,16-18,21,27-31H,5-7H2,1-2H3,(H,37,38)(H,39,40)(H,25,32,33)(H2,34,35,36)",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)O)C(O)C3O)c2cc1C
Inter_0000000660,"InChI=1S/C23H18O8/c1-9-16-10(6-15(30-3)17(9)23(28)31-4)5-12-19(21(16)26)22(27)18-13(20(12)25)7-11(29-2)8-14(18)24/h5-8,24,26H,1-4H3",COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(OC)cc1C3=O
Inter_0000000661,"InChI=1S/C23H18O11/c1-8-14-9(6-11(32-2)15(8)21(29)34-4)5-10-16(17(14)25)20(28)22(30)13(24)7-12(33-3)19(27)23(22,31)18(10)26/h5-7,25,30-31H,1-4H3/t22-,23-/m1/s1",COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)C(=O)[C@]1(O)C3=O
Inter_0000000662,"InChI=1S/C21H39O9P/c1-2-19(23)20(24)14-12-10-8-6-4-3-5-7-9-11-13-15-21(25)29-16-18(22)17-30-31(26,27)28/h19,23H,2-17H2,1H3,(H2,26,27,28)/t19-/m0/s1",CC[C@H](O)C(=O)CCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
